,an,sem,nrcrt,nume_disciplina,nume_engl,sapt,CURS,numarore,categdisc,obligativ,orestudindiv,examen,credite,nume_nota,nume_catedra,numes_fac,nume_pachet,facultate,specializare,profil_facultate,nivel,LABORATOR,email,PROIECT,SEMINAR,PRACTICA,PRAC.PROI.,(NEPRECIZ)
588,4,1,55,Masini agricole de recoltat                                                                                             ,Harvesting Machines                                                                                                                                   ,14,3,1,DS   ,DI,41,examen                        ,5,Nota      ,Autovehicule rutiere si transporturi                                                                ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Masini si Instalatii pentru Agricultura si Industrie Alimentara - (lic)                             ,Inginerie mecanica -                                                                                ,licenta,1,George.POPESCU@chem.utcluj.ro,2,,,,
589,4,1,56,Utilaje pentru produse vegetale                                                                                         ,Equipment for Vegetable Products                                                                                                                      ,14,1,1,DS   ,DI,22,examen                        ,2,Nota      ,Autovehicule rutiere si transporturi                                                                ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Masini si Instalatii pentru Agricultura si Industrie Alimentara - (lic)                             ,Inginerie mecanica -                                                                                ,licenta,1,Ferenc.GASPAR@auto.utcluj.ro,,,,,
590,4,1,57,Masini si instalatii pentru prelucrarea produselor animaliere                                                           ,Machinery and Equipment for Processing of Animal Products                                                                                             ,14,2,1,DS   ,DI,33,examen                        ,3,Nota      ,Autovehicule rutiere si transporturi                                                                ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Masini si Instalatii pentru Agricultura si Industrie Alimentara - (lic)                             ,Inginerie mecanica -                                                                                ,licenta,1,Ferenc.GASPAR@auto.utcluj.ro,0,,,,
591,4,1,58,Masini si instalatii pentru prelucrarea produselor animaliere(proiect)                                                  ,Machinery and Equipment for Processing of Animal Products (Project)                                                                                   ,14,,1,DS   ,DI,36,verificare                    ,2,Nota      ,Autovehicule rutiere si transporturi                                                                ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Masini si Instalatii pentru Agricultura si Industrie Alimentara - (lic)                             ,Inginerie mecanica -                                                                                ,licenta,,,1,,,,
592,4,1,59,Tractoare I                                                                                                             ,Tractors I                                                                                                                                            ,14,2,2,DS   ,DI,58,examen                        ,4,Nota      ,Autovehicule rutiere si transporturi                                                                ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Masini si Instalatii pentru Agricultura si Industrie Alimentara - (lic)                             ,Inginerie mecanica -                                                                                ,licenta,1,Doru.BALDEAN@auto.utcluj.ro,,,,,
593,4,1,60,Proiectare asistata de calculator                                                                                       ,Computer Aided Design                                                                                                                                 ,14,1,2,DID  ,DI,33,colocviu                      ,3,Nota      ,Autovehicule rutiere si transporturi                                                                ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Masini si Instalatii pentru Agricultura si Industrie Alimentara - (lic)                             ,Inginerie mecanica -                                                                                ,licenta,2,Emilian.Borza@auto.utcluj.ro,,,,,
594,4,1,61.1,Ingineria calitatii                                                                                                     ,Quality Engineering                                                                                                                                   ,14,1,1,DS   ,DO,47,colocviu                      ,3,Nota      ,Autovehicule rutiere si transporturi                                                                ,ARMM      ,OPTIONAL I,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Masini si Instalatii pentru Agricultura si Industrie Alimentara - (lic)                             ,Inginerie mecanica -                                                                                ,licenta,1,,,,,,
595,4,1,61.2,Ingineria mediului                                                                                                      ,Environmental Engineering                                                                                                                             ,14,1,1,DS   ,DO,47,colocviu                      ,3,Nota      ,Autovehicule rutiere si transporturi                                                                ,ARMM      ,OPTIONAL I,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Masini si Instalatii pentru Agricultura si Industrie Alimentara - (lic)                             ,Inginerie mecanica -                                                                                ,licenta,1,Aurel.Chereches@auto.utcluj.ro,,,,,
596,4,1,62.1,Masini si instalatii zootehnice                                                                                         ,Machines and Equipments for Animal Farming                                                                                                            ,14,2,2,DS   ,DO,33,colocviu                      ,3,Nota      ,Autovehicule rutiere si transporturi                                                                ,ARMM      ,OPTIONAL II,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Masini si Instalatii pentru Agricultura si Industrie Alimentara - (lic)                             ,Inginerie mecanica -                                                                                ,licenta,1,Aurel.Chereches@auto.utcluj.ro,,,,,
597,4,1,62.2,Igiena si sterilizare in agricultura si industria alimentara                                                            ,Hygiene and Sterilization in Agriculture and Food Industry                                                                                            ,14,2,2,DS   ,DO,33,colocviu                      ,3,Nota      ,Autovehicule rutiere si transporturi                                                                ,ARMM      ,OPTIONAL II,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Masini si Instalatii pentru Agricultura si Industrie Alimentara - (lic)                             ,Inginerie mecanica -                                                                                ,licenta,1,,,,,,
598,4,1,113,Sisteme georeferentiale pentru agricultura                                                                              ,GIS Systems for Agriculture                                                                                                                           ,14,2,2,DS   ,Dfac,44,colocviu                      ,4,Nota      ,Autovehicule rutiere si transporturi                                                                ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Masini si Instalatii pentru Agricultura si Industrie Alimentara - (lic)                             ,Inginerie mecanica -                                                                                ,licenta,2,,,,,,
599,4,1,114,Conducere auto                                                                                                          ,Driving Skills                                                                                                                                        ,14,2,2,DC   ,Dfac,44,colocviu                      ,4,Nota      ,Autovehicule rutiere si transporturi                                                                ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Masini si Instalatii pentru Agricultura si Industrie Alimentara - (lic)                             ,Inginerie mecanica -                                                                                ,licenta,2,,,,,,
600,4,1,307,Voluntariat 7                                                                                                           ,Volunteering 7                                                                                                                                        ,14,,1,DC   ,Dfac,36,verificare                    ,2,A/R       ,Catedra neprecizata                                                                                 ,          ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Masini si Instalatii pentru Agricultura si Industrie Alimentara - (lic)                             ,Inginerie mecanica -                                                                                ,licenta,,,,1,,,
601,4,1,309,Calculul si constructia autovehiculelor I                                                                               ,Vehicle Calculus and Structure I                                                                                                                      ,14,3,1,DC   ,Dfac,66,examen                        ,6,Nota      ,Autovehicule rutiere si transporturi                                                                ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Masini si Instalatii pentru Agricultura si Industrie Alimentara - (lic)                             ,Inginerie mecanica -                                                                                ,licenta,2,Bogdan.Jurchis@auto.utcluj.ro,1,,,,
602,4,2,63,Tractoare II                                                                                                            ,Tractors II                                                                                                                                           ,14,3,3,DS   ,DI,80,examen                        ,6,Nota      ,Autovehicule rutiere si transporturi                                                                ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Masini si Instalatii pentru Agricultura si Industrie Alimentara - (lic)                             ,Inginerie mecanica -                                                                                ,licenta,2,Doru.BALDEAN@auto.utcluj.ro,,,,,
603,4,2,64,Marketing                                                                                                               ,Marketing                                                                                                                                             ,14,2,1,DID  ,DI,58,examen                        ,4,Nota      ,Autovehicule rutiere si transporturi                                                                ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Masini si Instalatii pentru Agricultura si Industrie Alimentara - (lic)                             ,Inginerie mecanica -                                                                                ,licenta,1,Florin.MARIASIU@auto.utcluj.ro,,,,,
604,4,2,65.1,Exploatarea agregatelor agricole                                                                                        ,The Operation of Farm Machinery Units                                                                                                                 ,14,2,2,DS   ,DO,83,examen                        ,5,Nota      ,Autovehicule rutiere si transporturi                                                                ,ARMM      ,OPTIONAL III,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Masini si Instalatii pentru Agricultura si Industrie Alimentara - (lic)                             ,Inginerie mecanica -                                                                                ,licenta,1,,0,,,,
605,4,2,65.2,Intretinerea masinilor si  utilajelor agricole                                                                          ,Farm Machinery Maintenance                                                                                                                            ,14,2,1,DS   ,DO,83,examen                        ,5,Nota      ,Autovehicule rutiere si transporturi                                                                ,ARMM      ,OPTIONAL III,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Masini si Instalatii pentru Agricultura si Industrie Alimentara - (lic)                             ,Inginerie mecanica -                                                                                ,licenta,1,George.POPESCU@chem.utcluj.ro,0,,,,
606,4,2,66.1,Tehnologia repararii utilajelor agricole                                                                                ,Mending of Farm Machinery                                                                                                                             ,14,2,2,DS   ,DO,58,colocviu                      ,4,Nota      ,Autovehicule rutiere si transporturi                                                                ,ARMM      ,OPTIONAL IV,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Masini si Instalatii pentru Agricultura si Industrie Alimentara - (lic)                             ,Inginerie mecanica -                                                                                ,licenta,1,Doru.BALDEAN@auto.utcluj.ro,,,,,
607,4,2,66.2,Tehnologii si sisteme flexibile de fabricatie                                                                           ,Flexible Manufacturing Technologies                                                                                                                   ,14,2,2,DS   ,DO,58,colocviu                      ,4,Nota      ,Autovehicule rutiere si transporturi                                                                ,ARMM      ,OPTIONAL IV,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Masini si Instalatii pentru Agricultura si Industrie Alimentara - (lic)                             ,Inginerie mecanica -                                                                                ,licenta,1,,,,,,
608,4,2,67.1,Surse alternative de energie                                                                                            ,Renewables Energy Resources                                                                                                                           ,14,2,1,DS   ,DO,58,colocviu                      ,4,Nota      ,Autovehicule rutiere si transporturi                                                                ,ARMM      ,OPTIONAL III,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Masini si Instalatii pentru Agricultura si Industrie Alimentara - (lic)                             ,Inginerie mecanica -                                                                                ,licenta,1,Teodora.Deac@auto.utcluj.ro,,,,,
609,4,2,67.2,Transport operational in agricultura si industria alimentara                                                            ,Operational Transport in Agriculture and Food Industry                                                                                                ,14,2,1,DS   ,DO,58,colocviu                      ,4,Nota      ,Autovehicule rutiere si transporturi                                                                ,ARMM      ,OPTIONAL III,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Masini si Instalatii pentru Agricultura si Industrie Alimentara - (lic)                             ,Inginerie mecanica -                                                                                ,licenta,1,,,,,,
610,4,2,68,Elaborarea proiectului de diploma                                                                                       ,Graduation Project                                                                                                                                    ,14,,4,DS   ,DI,44,verificare                    ,4,A/R       ,Autovehicule rutiere si transporturi                                                                ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Masini si Instalatii pentru Agricultura si Industrie Alimentara - (lic)                             ,Inginerie mecanica -                                                                                ,licenta,,,4,,,,
611,4,2,69,Practica pentru proiectul de diploma                                                                                    ,Field-Specific Research for the Graduation Project                                                                                                    ,14,,5,DS   ,DI,5,verificare                    ,3,A/R       ,Autovehicule rutiere si transporturi                                                                ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Masini si Instalatii pentru Agricultura si Industrie Alimentara - (lic)                             ,Inginerie mecanica -                                                                                ,licenta,,,,,,5,
612,4,2,70,Sustinere examen de diploma                                                                                             ,Diploma Exam                                                                                                                                          ,14,0,0,     ,DI,0,examen                        ,10,Nota      ,Autovehicule rutiere si transporturi                                                                ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Masini si Instalatii pentru Agricultura si Industrie Alimentara - (lic)                             ,Inginerie mecanica -                                                                                ,licenta,,,,,,,
613,4,2,308,Voluntariat 8                                                                                                           ,Volunteering 8                                                                                                                                        ,14,,1,DC   ,Dfac,36,verificare                    ,2,A/R       ,Catedra neprecizata                                                                                 ,          ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Masini si Instalatii pentru Agricultura si Industrie Alimentara - (lic)                             ,Inginerie mecanica -                                                                                ,licenta,,,,1,,,
614,4,2,310,Calculul si constructia autovehiculelor II                                                                              ,Vehicle Calculus and Structure II                                                                                                                     ,14,2,2,DC   ,Dfac,94,examen                        ,6,Nota      ,Autovehicule rutiere si transporturi                                                                ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Masini si Instalatii pentru Agricultura si Industrie Alimentara - (lic)                             ,Inginerie mecanica -                                                                                ,licenta,,Bogdan.Jurchis@auto.utcluj.ro,2,,,,
615,1,1,1,Analiza matematica                                                                                                      ,Mathematical Analysis                                                                                                                                 ,14,2,2,DF   ,DI,69,examen                        ,5,Nota      ,Matematica                                                                                          ,AC        ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Mecanica Fina si Nanotehnologii - (lic)                                                             ,Inginerie mecanica -                                                                                ,licenta,,Vasile-Horea.Ile@math.utcluj.ro,,2,,,
616,1,1,2,Chimie                                                                                                                  ,Chemistry                                                                                                                                             ,14,2,2,DF   ,DI,33,examen                        ,3,Nota      ,Fizica si Chimie                                                                                    ,IMM       ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Mecanica Fina si Nanotehnologii - (lic)                                                             ,Inginerie mecanica -                                                                                ,licenta,1,Violeta.Popescu@chem.utcluj.ro,,,,,
617,1,1,3,Stiinta si ingineria materialelor                                                                                       ,Materials Science and Engineering                                                                                                                     ,14,2,1,DID  ,DI,33,colocviu                      ,3,Nota      ,Stiinta si ingineria materialelor                                                                   ,IMM       ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Mecanica Fina si Nanotehnologii - (lic)                                                             ,Inginerie mecanica -                                                                                ,licenta,1,Calin.Prica@stm.utcluj.ro>,,,,,
618,1,1,4,Geometrie descriptiva                                                                                                   ,Descriptive Geometry                                                                                                                                  ,14,2,2,DF   ,DI,69,examen                        ,5,Nota      ,Autovehicule rutiere si transporturi                                                                ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Mecanica Fina si Nanotehnologii - (lic)                                                             ,Inginerie mecanica -                                                                                ,licenta,2,sanda.bodea@auto.utcluj.ro,,,,,
619,1,1,5,"Algebra liniara, geometrie analitica si diferentiala                                                                    ","Linear Algebra, Analytical and Differential Geometry                                                                                                  ",14,2,2,DF   ,DI,58,examen                        ,4,Nota      ,Matematica                                                                                          ,AC        ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Mecanica Fina si Nanotehnologii - (lic)                                                             ,Inginerie mecanica -                                                                                ,licenta,,Vasile-Horea.Ile@math.utcluj.ro,,1,,,
620,1,1,6,Programarea calculatoarelor si limbaje de programare I                                                                  ,Computer Programming and Programming Languages I                                                                                                      ,14,1,1,DF   ,DI,33,colocviu                      ,3,Nota      ,Ingineria sistemelor mecanice                                                                       ,CM        ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Mecanica Fina si Nanotehnologii - (lic)                                                             ,Inginerie mecanica -                                                                                ,licenta,2,Iulian.Lupea@mep.utcluj.ro,,,,,
621,1,1,7,Disciplina socio-umana I                                                                                                ,Social and Humanistic Subject I                                                                                                                       ,14,1,1,DC   ,DI,22,colocviu                      ,2,Nota      ,Autovehicule rutiere si transporturi                                                                ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Mecanica Fina si Nanotehnologii - (lic)                                                             ,Inginerie mecanica -                                                                                ,licenta,,andrei.kiraly@auto.utcluj.ro,,1,,,
622,1,1,8,Limbi moderne 1                                                                                                         ,Modern Languages 1                                                                                                                                    ,14,,2,DC   ,DI,47,verificare                    ,3,Nota      ,Limbi moderne si comunicare                                                                         ,CM        ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Mecanica Fina si Nanotehnologii - (lic)                                                             ,Inginerie mecanica -                                                                                ,licenta,,,,2,,,
623,1,1,9,Educatie fizica si sport I                                                                                              ,Physical Education and Sport I                                                                                                                        ,14,,2,DC   ,DI,22,verificare                    ,2,A/R       ,Mecatronica si dinamica masinilor                                                                   ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Mecanica Fina si Nanotehnologii - (lic)                                                             ,Inginerie mecanica -                                                                                ,licenta,,,,2,,,
624,1,1,301,Voluntariat 1                                                                                                           ,Volunteering 1                                                                                                                                        ,14,,1,DC   ,Dfac,36,verificare                    ,2,A/R       ,Catedra neprecizata                                                                                 ,          ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Mecanica Fina si Nanotehnologii - (lic)                                                             ,Inginerie mecanica -                                                                                ,licenta,,,,1,,,
625,1,2,10,Matematici speciale                                                                                                     ,Special Mathematics                                                                                                                                   ,14,2,2,DF   ,DI,33,examen                        ,3,Nota      ,Matematica                                                                                          ,AC        ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Mecanica Fina si Nanotehnologii - (lic)                                                             ,Inginerie mecanica -                                                                                ,licenta,,Daniela.MARIAN@math.utcluj.ro,,1,,,
626,1,2,11,Desen tehnic si infografica I                                                                                           ,Technical Drawing and Infographics I                                                                                                                  ,14,2,2,DF   ,DI,44,colocviu                      ,4,Nota      ,Autovehicule rutiere si transporturi                                                                ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Mecanica Fina si Nanotehnologii - (lic)                                                             ,Inginerie mecanica -                                                                                ,licenta,2,Liviu.SCURTU@auto.utcluj.ro,,,,,
627,1,2,12,Programarea calculatoarelor si limbaje de programare II                                                                 ,Computer Programming and Programming Languages II                                                                                                     ,14,1,1,DF   ,DI,47,colocviu                      ,3,Nota      ,Ingineria sistemelor mecanice                                                                       ,CM        ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Mecanica Fina si Nanotehnologii - (lic)                                                             ,Inginerie mecanica -                                                                                ,licenta,1,Iulian.Lupea@mep.utcluj.ro,,0,,,
628,1,2,13,Fizica                                                                                                                  ,Physics                                                                                                                                               ,14,2,1,DF   ,DI,44,examen                        ,4,Nota      ,Fizica si Chimie                                                                                    ,IMM       ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Mecanica Fina si Nanotehnologii - (lic)                                                             ,Inginerie mecanica -                                                                                ,licenta,1,Lidia.Pop@phys.utcluj.ro,,1,,,
629,1,2,14,Tehnologia materialelor                                                                                                 ,Materials Technology                                                                                                                                  ,14,2,2,DID  ,DI,33,examen                        ,3,Nota      ,Stiinta si ingineria materialelor                                                                   ,IMM       ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Mecanica Fina si Nanotehnologii - (lic)                                                             ,Inginerie mecanica -                                                                                ,licenta,1,Gyorgy.Thalmaier@sim.utcluj.ro,,,,,
630,1,2,15,Mecanica I                                                                                                              ,Mechanics I                                                                                                                                           ,14,2,1,DID  ,DI,44,examen                        ,4,Nota      ,Ingineria sistemelor mecanice                                                                       ,CM        ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Mecanica Fina si Nanotehnologii - (lic)                                                             ,Inginerie mecanica -                                                                                ,licenta,1,Claudiu.Schonstein@mep.utcluj.ro,,1,,,
631,1,2,16.1,Disciplina socio-umana II                                                                                               ,Social and Humanistic Subject II                                                                                                                      ,14,1,1,DC   ,DO,22,colocviu                      ,2,Nota      ,Autovehicule rutiere si transporturi                                                                ,ARMM      ,OPTIONAL I,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Mecanica Fina si Nanotehnologii - (lic)                                                             ,Inginerie mecanica -                                                                                ,licenta,,r26bo@yahoo.com,,1,,,
632,1,2,16.2,Etica si integritate academica                                                                                          ,Academic Ethics and Integrity                                                                                                                         ,14,1,1,DC   ,DO,22,colocviu                      ,2,Nota      ,Catedra neprecizata                                                                                 ,          ,OPTIONAL I,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Mecanica Fina si Nanotehnologii - (lic)                                                             ,Inginerie mecanica -                                                                                ,licenta,,Ioana.Sechel@auto.utcluj.ro,,1,,,
633,1,2,17,Limbi moderne 2                                                                                                         ,Modern Languages 2                                                                                                                                    ,14,,2,DC   ,DI,22,verificare                    ,2,Nota      ,Limbi moderne si comunicare                                                                         ,CM        ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Mecanica Fina si Nanotehnologii - (lic)                                                             ,Inginerie mecanica -                                                                                ,licenta,,,,2,,,
634,1,2,18,Educatie fizica si sport II                                                                                             ,Physical Education and Sport II                                                                                                                       ,14,,2,DC   ,DI,22,verificare                    ,2,A/R       ,Mecatronica si dinamica masinilor                                                                   ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Mecanica Fina si Nanotehnologii - (lic)                                                             ,Inginerie mecanica -                                                                                ,licenta,,,,2,,,
635,1,2,19,Practica de domeniu I                                                                                                   ,Practical Work I                                                                                                                                      ,2,,30,DID  ,DI,15,verificare                    ,3,A/R       ,Inginerie mecanica                                                                                  ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Mecanica Fina si Nanotehnologii - (lic)                                                             ,Inginerie mecanica -                                                                                ,licenta,,,,,30,,
636,1,2,302,Voluntariat 2                                                                                                           ,Volunteering 2                                                                                                                                        ,14,,1,DC   ,Dfac,36,verificare                    ,2,A/R       ,Catedra neprecizata                                                                                 ,          ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Mecanica Fina si Nanotehnologii - (lic)                                                             ,Inginerie mecanica -                                                                                ,licenta,,,,1,,,
637,2,1,20,Desen tehnic si infografica II                                                                                          ,Technical Drawing and Infographics II                                                                                                                 ,14,1,1,DF   ,DI,58,colocviu                      ,4,Nota      ,Autovehicule rutiere si transporturi                                                                ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Mecanica Fina si Nanotehnologii - (lic)                                                             ,Inginerie mecanica -                                                                                ,licenta,2,andrei.kiraly@auto.utcluj.ro,,0,,,
638,2,1,21,Mecanica II                                                                                                             ,Mechanics II                                                                                                                                          ,14,2,2,DID  ,DI,69,examen                        ,5,Nota      ,Ingineria sistemelor mecanice                                                                       ,CM        ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Mecanica Fina si Nanotehnologii - (lic)                                                             ,Inginerie mecanica -                                                                                ,licenta,1,Claudiu.Schonstein@mep.utcluj.ro,,1,,,
639,2,1,22,Rezistenta materialelor I                                                                                               ,Material Strength I                                                                                                                                   ,14,3,3,DID  ,DI,66,examen                        ,6,Nota      ,Inginerie mecanica                                                                                  ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Mecanica Fina si Nanotehnologii - (lic)                                                             ,Inginerie mecanica -                                                                                ,licenta,2,Mircea.Dudescu@rezi.utcluj.ro,,1,,,
640,2,1,23,Masini unelte si control dimensional                                                                                    ,Machine Tools and Dimensional Control                                                                                                                 ,14,2,2,DID  ,DI,69,examen                        ,5,Nota      ,Ingineria proiectarii si robotica                                                                   ,CM        ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Mecanica Fina si Nanotehnologii - (lic)                                                             ,Inginerie mecanica -                                                                                ,licenta,2,Liviu.Crisan@muri.utcluj.ro,,,,,
641,2,1,24,Electrotehnica si masini electrice                                                                                      ,Electrotechnics and Electrical Machines                                                                                                               ,14,2,2,DID  ,DI,44,examen                        ,4,Nota      ,Electrotehnica si masurari                                                                          ,IE        ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Mecanica Fina si Nanotehnologii - (lic)                                                             ,Inginerie mecanica -                                                                                ,licenta,2,Sorin.BUDU@ethm.utcluj.ro,,,,,
642,2,1,25,Electronica                                                                                                             ,Electronics                                                                                                                                           ,14,2,2,DID  ,DI,33,colocviu                      ,3,Nota      ,Automatica                                                                                          ,AC        ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Mecanica Fina si Nanotehnologii - (lic)                                                             ,Inginerie mecanica -                                                                                ,licenta,1,Ionut.MUNTEAN@aut.utcluj.ro,,,,,
643,2,1,26,Limbi moderne 3                                                                                                         ,Modern Languages 3                                                                                                                                    ,14,,2,DC   ,DI,47,verificare                    ,3,Nota      ,Limbi moderne si comunicare                                                                         ,CM        ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Mecanica Fina si Nanotehnologii - (lic)                                                             ,Inginerie mecanica -                                                                                ,licenta,,,,2,,,
644,2,1,303,Voluntariat 3                                                                                                           ,Volunteering 3                                                                                                                                        ,14,,1,DC   ,Dfac,36,verificare                    ,2,A/R       ,Catedra neprecizata                                                                                 ,          ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Mecanica Fina si Nanotehnologii - (lic)                                                             ,Inginerie mecanica -                                                                                ,licenta,,,,1,,,
645,2,2,27,Grafica asistata de calculator                                                                                          ,Computer-Aided Graphics                                                                                                                               ,14,1,0,DF   ,DI,33,colocviu                      ,3,Nota      ,Autovehicule rutiere si transporturi                                                                ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Mecanica Fina si Nanotehnologii - (lic)                                                             ,Inginerie mecanica -                                                                                ,licenta,2,monica.balcau@auto.utcluj.ro,,0,,,
646,2,2,28,Rezistenta materialelor II                                                                                              ,Material Strength II                                                                                                                                  ,14,2,1,DID  ,DI,55,examen                        ,5,Nota      ,Inginerie mecanica                                                                                  ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Mecanica Fina si Nanotehnologii - (lic)                                                             ,Inginerie mecanica -                                                                                ,licenta,2,Mircea.Dudescu@rezi.utcluj.ro,,1,,,
